type,bw,lat,size,id
H2D-Paged,2.75587,0.04870,134217728,1
H2D-Paged,2.67391,0.10039,268435456,1
H2D-Paged,2.61709,0.20514,536870912,1
H2D-Paged,2.60927,0.41151,1073741824,1
H2D-Paged,0.00152,0.00004,64,1
H2D-Paged,0.00320,0.00004,128,1
H2D-Paged,0.00650,0.00004,256,1
H2D-Paged,0.01178,0.00004,512,1
H2D-Paged,0.02624,0.00004,1024,1
H2D-Paged,0.04694,0.00004,2048,1
H2D-Paged,0.07900,0.00005,4096,1
H2D-Paged,0.19917,0.00004,8192,1
H2D-Paged,0.31113,0.00005,16384,1
H2D-Paged,0.43638,0.00008,32768,1
H2D-Paged,0.65451,0.00010,65536,1
H2D-Paged,1.29135,0.00010,131072,1
H2D-Paged,1.74553,0.00015,262144,1
H2D-Paged,2.07073,0.00025,524288,1
H2D-Paged,2.34796,0.00045,1048576,1
H2D-Paged,2.49257,0.00084,2097152,1
H2D-Paged,2.63592,0.00159,4194304,1
H2D-Paged,2.74545,0.00306,8388608,1
H2D-Paged,2.59540,0.00646,16777216,1
H2D-Paged,2.64157,0.01270,33554432,1
H2D-Paged,2.62653,0.02555,67108864,1
H2D-Paged,2.61561,0.05131,134217728,1
H2D-Paged,2.62287,0.10234,268435456,1
H2D-Paged,2.54463,0.21098,536870912,1
H2D-Paged,2.59702,0.41345,1073741824,1
